"id","text","source","user_screen_name","user_id","latitude","longitude","created_at","disaster","class"
"1462334341","esprime solidarietà e sostegno ai cittadini dell'Abruzzo colpiti dal terremoto: http://htxt.it/vQ2C","hellotxt","marcobardus","3776501",NULL,NULL,"2009-04-06T11:50:38.000Z","1","no damage"
"204044751899590656","Fanculo avevo quasi deciso di riprovare a dormire e via altre scosse #terremoto","Twitter for iPhone","Tinny","4502381",NULL,NULL,"2012-05-20T03:03:54.000Z","2","no damage"
"402709977921753088","#allertameteoSAR mi pare la morte del Twitter “di servizio” del 2007. Fra gente che inventa notizie, numeri e dice di conoscere le vittime.","Tweetbot for iOS","AndrewRm","4922341",NULL,NULL,"Tue Nov 19 08:08:35 +0000 2013","0","not relevant"
"204031654992420865","Terremoto in centro e nord Italia? danni? tutto ok? #earthquake","web","deboramanetti","5340852",NULL,NULL,"2012-05-20T02:11:51.000Z","2","no damage"
"402741549802328064","Sardegna: 17 Morti. @SerieA_TIM perchè non donare incassi di tutte le partite agli aiuti e alla ricostruzione?#sardegna #allertameteoSAR","web","Fabopolis","5378612",NULL,NULL,"Tue Nov 19 10:14:02 +0000 2013","0","damage"
"204044800146673664","Altra scossa di #terremoto #verona","Twitter for Mac","ottimo","5459532",NULL,NULL,"2012-05-20T03:04:05.000Z","2","no damage"
"204044987804028929","Altra scossa ora di #terremoto. E siamo a 3!","Twitter for Android","daniloruocco","6119102",NULL,NULL,"2012-05-20T03:04:50.000Z","2","no damage"
"204047117310894080","#terremoto su SKY inizia la diretta","Twitter for iPhone","DaniLdC","6284082",NULL,NULL,"2012-05-20T03:13:18.000Z","2","no damage"
"204049310483087362","Nell'epicentro di #Bologna non si perde neanche un bambino. #terremoto","Twitter for iPhone","DaniLdC","6284082",NULL,NULL,"2012-05-20T03:22:01.000Z","2","no damage"
"204045128728453120","Mini scossa di assestamento? #terremoto","Twitter for iPhone","zen_reporter","6289332",NULL,NULL,"2012-05-20T03:05:24.000Z","2","not relevant"
"204045389664485376","Ancora.. allora gli uccelli non cantano dalla gioa... #terremoto #","UberSocial for Android","aspiua","6451502",NULL,NULL,"2012-05-20T03:06:26.000Z","2","not relevant"
"204045838039785474","Se 'sto sciame sismico la finisce, vorrei tornare a dormire. #terremoto","Tweetbot for iOS","macneo","6483162",NULL,NULL,"2012-05-20T03:08:13.000Z","2","not relevant"
"204123477177925633","alla faccia, ne ha fatti di danni il #terremoto di stanotte, non credevo! 5 morti…","Itsy!","macneo","6483162",NULL,NULL,"2012-05-20T08:16:44.000Z","2","damage"
"204044934653820928","#terremoto a #imola e #Faenza nuova scossa...piccola per fortuna","Twitter for iPhone","ferdori","6525492",NULL,NULL,"2012-05-20T03:04:38.000Z","2","no damage"
"204044951921766401","#terremoto e ora basta, eh! Che cazzo.","Twitter for iPad","AlexTheStampede","6531282",NULL,NULL,"2012-05-20T03:04:42.000Z","2","no damage"
"204044941008187392","Scossa di assestamento ora #terremoto","Twitter for iPhone","marcoziero","6564432",NULL,NULL,"2012-05-20T03:04:39.000Z","2","no damage"
"204044876948586496","#terremoto. In questo momento a #novara scossa ondulatoria. 6 piano. ORA","web","buzzes","6810902",NULL,NULL,"2012-05-20T03:04:24.000Z","2","no damage"
"204047514691846144","Parlano di danni a #finale e #modena. #terremoto.","web","buzzes","6810902",NULL,NULL,"2012-05-20T03:14:53.000Z","2","damage"
"1462637993","@slimshadylady perchè trovi dannoso che delle persone si iscrivano a gruppi di discussione sul terremoto?","web","buzzes","6810902",NULL,NULL,"2009-04-06T13:03:03.000Z","1","not relevant"
"1458767065","Lieve scossa di terremoto in Emilia, segnalata via Twitter. - http://htxt.it/7hai","hellotxt","buzzes","6810902",NULL,NULL,"2009-04-05T20:39:42.000Z","1","no damage"
"1460474131","Terremoto a Roma segnalato via Twitter - http://htxt.it/xNzl","hellotxt","buzzes","6810902",NULL,NULL,"2009-04-06T02:25:10.000Z","1","no damage"
"1460531375","Terremoto a Roma segnalato via Twitter - http://htxt.it/so3N","hellotxt","buzzes","6810902",NULL,NULL,"2009-04-06T02:36:25.000Z","1","no damage"
"1458806144","Lieve scossa di terremoto in Emilia, segnalata via Twitter. - http://htxt.it/RQ8K","hellotxt","buzzes","6810902",NULL,NULL,"2009-04-05T20:47:42.000Z","1","no damage"
"1460381456","Lieve scossa di terremoto in Emilia, segnalata via Twitter. - http://htxt.it/hE8r","hellotxt","buzzes","6810902",NULL,NULL,"2009-04-06T02:07:07.000Z","1","no damage"
"1460568981","Terremoto a Roma segnalato via Twitter - http://htxt.it/hBNE","hellotxt","buzzes","6810902",NULL,NULL,"2009-04-06T02:44:14.000Z","1","no damage"
"1460461123","Lieve scossa di terremoto in Emilia, segnalata via Twitter. - http://htxt.it/ToHH","hellotxt","buzzes","6810902",NULL,NULL,"2009-04-06T02:22:37.000Z","1","no damage"
"1458734292","#terremoto: su Twitter sembra proprio una scossa leggera. Le agenzie non hanno ancora battuto la notizia. Twitter è più veloce","web","buzzes","6810902",NULL,NULL,"2009-04-05T20:33:04.000Z","1","no damage"
"1458842674","Lieve scossa di terremoto in Emilia, segnalata via Twitter. - http://htxt.it/lkFg","hellotxt","buzzes","6810902",NULL,NULL,"2009-04-05T20:55:08.000Z","1","no damage"
"1460525182","Terremoto a Roma segnalato via Twitter - http://htxt.it/F6pZ","hellotxt","buzzes","6810902",NULL,NULL,"2009-04-06T02:35:08.000Z","1","no damage"
"1458777590","#terremoto. Televideo RAI parla di una scossa di magnitudo 4.3 e intitola ""forte scossa tra Marche-Romagna","web","buzzes","6810902",NULL,NULL,"2009-04-05T20:41:53.000Z","1","no damage"
"1460465147","Lieve scossa di terremoto in Emilia, segnalata via Twitter. - http://htxt.it/F95w","hellotxt","buzzes","6810902",NULL,NULL,"2009-04-06T02:23:24.000Z","1","no damage"
"1460686616","Terremoto a Roma e a l'Aquila - http://htxt.it/9o2N","hellotxt","buzzes","6810902",NULL,NULL,"2009-04-06T03:07:46.000Z","1","no damage"
"204045513270628352","Altra scossa #terremoto sentita a Milano. Sempre settimo piano condominio...","Twitter for Android","antoniopalmieri","6827962",NULL,NULL,"2012-05-20T03:06:56.000Z","2","no damage"
"204043589926404096","#terremoto #Ferrara VI grado scala #Mercalli nessun danno per fortuna","Twitter for Mac","futuro5stelle","6835912",NULL,NULL,"2012-05-20T02:59:17.000Z","2","no damage"
"204045371410890753","che spavento #terremoto","HootSuite","the_dandy","7065302",NULL,NULL,"2012-05-20T03:06:22.000Z","2","no damage"
"204046378245160961","mi date più notizie su #sanfelicesulpanaro terremoto?","HootSuite","the_dandy","7065302",NULL,NULL,"2012-05-20T03:10:22.000Z","2","not relevant"
"204059216275701761","RT@10dannj10: Ancora da #Finale #Emilia http://t.co/ut9E2xR8” #terremoto #foto","HootSuite","the_dandy","7065302",NULL,NULL,"2012-05-20T04:01:23.000Z","2","damage"
"204045714693697536","Altra scossa, più leggera #terremoto","web","lucaliz","7067442",NULL,NULL,"2012-05-20T03:07:44.000Z","2","no damage"
"204045567809171456","altra lieve scossa  #terremoto anche a #reggio appena riaddormentati","TweetDeck","paolozaccheo","7271542",NULL,NULL,"2012-05-20T03:07:09.000Z","2","no damage"
"204044815799816193","eh cazzo!! che botta!! #terremoto","Twitter for Mac","personanormale","7470952",NULL,NULL,"2012-05-20T03:04:09.000Z","2","no damage"
"204044744739926016","Altra scossa #terremoto","Twitter for iPhone","alebino","7511412",NULL,NULL,"2012-05-20T03:03:52.000Z","2","no damage"
"204045798797873152","Ancora anche qui, Monfalcone #terremoto","Twitter for iPhone","eriza","7554772",NULL,NULL,"2012-05-20T03:08:04.000Z","2","no damage"
"204059833744371712","nel crollo di bondeno (ferrara) dovuto al #terremoto sarebbe morta una persona","TweetDeck","emenietti","7697992",NULL,NULL,"2012-05-20T04:03:50.000Z","2","damage"
"204045672700321792","Stanotte non si dorme uffa! Ancora una scossa #terremoto","TweetCaster for Android","claudiomarai","7719192",NULL,NULL,"2012-05-20T03:07:34.000Z","2","no damage"
"204045048524967936","@acciaipa manco il #terremoto ti sveglia.","web","angelogeminiani","7754272",NULL,NULL,"2012-05-20T03:05:05.000Z","2","not relevant"
"204046118626131968","#terremoto, tanto vale lavorare un po'","web","angelogeminiani","7754272",NULL,NULL,"2012-05-20T03:09:20.000Z","2","not relevant"
"204045514466013184","Altra scossa: rumore di fondo e oscillazione lampadario","Twitter for iPad","GBA_mediamondo","7773732",NULL,NULL,"2012-05-20T03:06:56.000Z","2","no damage"
"1458726089","#terremoto a Ravenna il divano si muove da solo... scossa di terremoto fortina","web","GBA_mediamondo","7773732",NULL,NULL,"2009-04-05T20:31:27.000Z","1","no damage"
"204044827636150273","#terremonoto ok altra scossa!","Twitter for iPad","abarban","7908762",NULL,NULL,"2012-05-20T03:04:12.000Z","2","no damage"
"204045402918498305","#terremoto #ancora! Dai #maya, fate veloce se proprio dovete...","Twitter for iPhone","ValentinaEsse","8184742",NULL,NULL,"2012-05-20T03:06:29.000Z","2","not relevant"
"402452224346816512","@SignoraAquilone @ssandrici sto chiusa in casa, telefono isolato, sono crollate delle strade e dei ponti qui in provincia #allertameteoSAR","Tweet Button","bibiboo","8366642",NULL,NULL,"Mon Nov 18 15:04:22 +0000 2013","0","damage"
"204045502856167424","Eccone un'altra! #terremoto #Milano","Twitter for Android","Laura_Lena","8421812",NULL,NULL,"2012-05-20T03:06:53.000Z","2","no damage"
"204045116535611392","Un'altra scossa. Stavo giusto pensando di tornare a dormire...","Twitter for Android","angeloanormale","8491412",NULL,NULL,"2012-05-20T03:05:21.000Z","2","no damage"
"204309520372072448","Danni incalcolabili a Padova #terremoto http://t.co/zZHzjiFW","Twitter for Android","24shots","8564002",NULL,NULL,"2012-05-20T20:36:03.000Z","2","not relevant"
"204085621663342592","Un #terremoto la scorsa notte in Italia. Vittime e danni. :-(","Twitter for iPad","AL1web","8596322",NULL,NULL,"2012-05-20T05:46:18.000Z","2","damage"
"204045910915813376","Altra scossettina giusto per non fare addormentare. #terremoto","Twitter for Android","gufastian","8711042",NULL,NULL,"2012-05-20T03:08:30.000Z","2","no damage"
"204044931885576193","#terremoto cazzo altra scossa. Breve stavolta","Twitter for Android","camicius","8734402",NULL,NULL,"2012-05-20T03:04:37.000Z","2","no damage"
"204045340733743105","E chi cazzo dorme più? Beati i miei che a piano terra sentito un casso! #terremoto","Twitter for Android","camicius","8734402",NULL,NULL,"2012-05-20T03:06:14.000Z","2","no damage"
"204043789835309059","""così impari a tenere tutte quelle pile di riviste!"" #terremoto","Twitter for iPhone","radioila","9048702",NULL,NULL,"2012-05-20T03:00:05.000Z","2","not relevant"
"204047344394702850","la bottiglia di Armagnac è salva #terremoto #mamma #lacrime","Twitter for iPhone","radioila","9048702",NULL,NULL,"2012-05-20T03:14:12.000Z","2","not relevant"
"204034627189489664","e i tweet danno più informazioni della tv... #terremoto","web","November","9055312",NULL,NULL,"2012-05-20T02:23:40.000Z","2","not relevant"
"204045117991038976","#terremoto di nuovo a Milano, più leggero","Twitter for iPhone","anonimark","9128982",NULL,NULL,"2012-05-20T03:05:21.000Z","2","no damage"
"204045900039983105","altra piccola scossa a #milano #terremoto","web","Alex_Bonomo","9326792",NULL,NULL,"2012-05-20T03:08:28.000Z","2","no damage"
"204117143120396288","Crollato anche il Duomo di Mirandola.. :/ #terremoto","Twitter for Mac","buffer","9358332",NULL,NULL,"2012-05-20T07:51:33.000Z","2","damage"
"204123878027571200","Visto il gran numero di chiese crollate si ipotizza un terremoto di matrice islamica.","Tweetbot for iOS","redbirds_","9412642",NULL,NULL,"2012-05-20T08:18:19.000Z","2","damage"
"204044922997833728","Altra scossa lunga ora avvertita a #vicenza #terremoto","Twitter for Android","tommellas","9525742",NULL,NULL,"2012-05-20T03:04:35.000Z","2","no damage"
"204045066908606466","Altra scossa. La discoball è il mio sismografo. Che due palle però.","Twitter for iPhone","hoshimem","9548192",NULL,NULL,"2012-05-20T03:05:09.000Z","2","not relevant"
"204045290473390082","Terremoto sentito (p.Romana a Milano)","Twitter for iPad","groucho73","9603072",NULL,NULL,"2012-05-20T03:06:02.000Z","2","no damage"
"204044677731721219","Puttana la nuova scossa","TweetFireApp","manuelblu","9680302",NULL,NULL,"2012-05-20T03:03:36.000Z","2","no damage"
"204046307831185408","O il mio palazzo balla, oppure è ritornato il #terremoto a #milano","Twitter for Android","wildspecial","9687832",NULL,NULL,"2012-05-20T03:10:05.000Z","2","not relevant"
"402700327255683073","Sardegna in ginocchio per il maltempo Il ciclone fa 14 morti, decine di dispersi http://t.co/EBK93b3qsE via @la_stampa #allertameteoSAR","Tweet Button","toccodizenzero","9762312",NULL,NULL,"Tue Nov 19 07:30:14 +0000 2013","0","damage"
"204045801603858432","Ancora scossa debole #terremoto #novara adesso è dura riuscire a dormire","Twitter for iPhone","giorgiozanetti","9779232",NULL,NULL,"2012-05-20T03:08:04.000Z","2","no damage"
"204046052448419842","bush c'ha beccato che volevamo rimetterci a dormire, eh? #terremoto #bis","Plume for Android","serl","9840022",NULL,NULL,"2012-05-20T03:09:04.000Z","2","not relevant"
"402581365478391808","#allertameteoSAR chiamato famiglia a Pula e sembra tutto a posto, a parte la paura che stanotte ricominci il vento forte e faccia danni","Twitter for iPhone","Dennissima_","9884162",NULL,NULL,"Mon Nov 18 23:37:31 +0000 2013","0","no damage"
"204044999141240833","Altra scossa #terremoto","Twitter for Android","anitarubini","9962852",NULL,NULL,"2012-05-20T03:04:53.000Z","2","no damage"
"204050864376258560","Ora piove pure qui a #Modena # terremoto","Twitter for iPad","_Annalisa_","9993142",NULL,NULL,"2012-05-20T03:28:11.000Z","2","not relevant"
"402564723734228994","“@PiazzapulitaLA7: 9 morti in sardegna per i nubifragi.#AllertameteoSAR per chi puo' rendersi utile e dare aggiornamenti.”","Twitter for iPad","ornelladezordo","10003752","43.78049477","11.27016812","Mon Nov 18 22:31:24 +0000 2013","0","damage"
"402566000031588352","“@alportog: Nove morti e 5 dispersi Tra vittime poliziotto che scortava ambulanza. Ponti crollati http://t.co/yzVo2Y6jHi #allertameteoSar”","Twitter for iPad","ornelladezordo","10003752","43.7806438","11.27018926","Mon Nov 18 22:36:28 +0000 2013","0","damage"
"402566981117030400","“@ManuelaMassucci: Pazzesco, la Sardegna crolla sotto un ciclone ma chi ne parla in TV? Quando finisce la partita magari?#allertameteoSAR”","Twitter for iPad","ornelladezordo","10003752","43.78058929","11.27018068","Mon Nov 18 22:40:22 +0000 2013","0","damage"
"402567631443869696","La chiamano informazione ? Nessuno sta parlando di quel che succede in #Sardegna, 9 morti 5 dispersi #allertameteoSAR","Twitter for iPad","ornelladezordo","10003752","43.7804528","11.2700659","Mon Nov 18 22:42:57 +0000 2013","0","damage"
"204047002072383488","Altra scossa alla 05:02 avvertita bene in prov. di VE.","web","MauroMagnani","10195982",NULL,NULL,"2012-05-20T03:12:50.000Z","2","no damage"
"204045802706968577","#terremoto : in Trentino (Riva del Garda) abbiamo ballato ancora","TweetDeck","frengo","10611552",NULL,NULL,"2012-05-20T03:08:05.000Z","2","no damage"
"204045462620225536","#terremoto Svegli solo io e il criceto.., vediamo di dormire","Twitter for iPhone","gpcerri","10774862",NULL,NULL,"2012-05-20T03:06:43.000Z","2","no damage"
"204047503329468416","Albeggia sull'Italia sveglia per #terremoto","Twitter for iPhone","gpcerri","10774862",NULL,NULL,"2012-05-20T03:14:50.000Z","2","not relevant"
"204048700769705984","#terremoto E nell'iperuranio di Twitter comincio' a farsi largo l'hashtag #Maya...","Twitter for iPhone","gpcerri","10774862",NULL,NULL,"2012-05-20T03:19:35.000Z","2","not relevant"
"204142078052139008","sto paese sta proprio crollando in pezzi ...#italia #ita #terremoto","web","eudigio","11043572",NULL,NULL,"2012-05-20T09:30:38.000Z","2","not relevant"
"204049345543282688","Nella concitazione non ho capito dove sia l'epicentro reale, sapete dirmi? #terremoto","Twitter for iPhone","contepaz83","11052412",NULL,NULL,"2012-05-20T03:22:09.000Z","2","no damage"
"204045138681544704","E siamo alla terza scossa #verona #terremoto","Twitter for iPhone","policleto","11165232",NULL,NULL,"2012-05-20T03:05:26.000Z","2","no damage"
"204044995399909377","Altra scossa","Twitter for iPhone","niente","11198782",NULL,NULL,"2012-05-20T03:04:52.000Z","2","no damage"
"204044928509161472","#terremoto altra scossa in questo secondo, leggera ma non troppo #Ravenna","Twitter for iPhone","Niki1601","11812662",NULL,NULL,"2012-05-20T03:04:36.000Z","2","no damage"
"1458680453","Scossa di Terremo forte, avete sentito???","powertwitter","Niki1601","11812662",NULL,NULL,"2009-04-05T20:22:15.000Z","1","no damage"
"204045123653353472","#terremoto #Milano #paura altra scossa, ancora Cazzo","Twitter for iPhone","BHOBLOG","11917712",NULL,NULL,"2012-05-20T03:05:23.000Z","2","no damage"
"204045003037736960","Altra piccola scossa #terremoto #milano","Twitter for iPhone","ilTruman","12189192","45.46086627","9.17956678","2012-05-20T03:04:54.000Z","2","no damage"
"204044866857086979","Qualche scossetta ancora.... #terremoto #paura","Twitter for iPhone","LaSte","12718062","45.41498765","9.1306571","2012-05-20T03:04:21.000Z","2","no damage"
"204044860565626880","Brescia trema anche ora. #terremoto(Ufff!)","web","Staserabrodino","12743542",NULL,NULL,"2012-05-20T03:04:20.000Z","2","no damage"
"204044563126558721","#terremoto C'é chi dice danni ingenti in centro a  #finale #modena","TweetDeck","Giorj73","12777142",NULL,NULL,"2012-05-20T03:03:09.000Z","2","damage"
"204047988442677250","#terremoto ...e paghiamolo sto #canonerai ...perché un motivo ci sarà O.o","TweetDeck","Giorj73","12777142",NULL,NULL,"2012-05-20T03:16:46.000Z","2","not relevant"
"204045289991053316","Ancora forte #terremoto","Twitter for iPhone","melamela","12878802",NULL,NULL,"2012-05-20T03:06:02.000Z","2","no damage"
"1460524260","terremoto, qui: http://snurl.com/fb2i4","twhirl","melamela","12878802",NULL,NULL,"2009-04-06T02:34:58.000Z","1","no damage"
"1460462544","terremoto? Dove?","twhirl","melamela","12878802",NULL,NULL,"2009-04-06T02:22:54.000Z","1","not relevant"
"204045969824817153","altra scossa.. notte tellurica","Mobile Web","valnic","13115962",NULL,NULL,"2012-05-20T03:08:44.000Z","2","no damage"
"204045551161970688","E due!! Mi stavo riaddormentando! #terremoto","Twitter for iPad","draft","13509562",NULL,NULL,"2012-05-20T03:07:05.000Z","2","not relevant"
"204044697277181952","Altra scossa! Eccheccazzo! #VR #Terremoto","web","beers01","13555402",NULL,NULL,"2012-05-20T03:03:41.000Z","2","no damage"
"204045327186137089","Altra scossa di #terremoto... #Milano","Twitter for iPhone","lucaongaro","13642112",NULL,NULL,"2012-05-20T03:06:11.000Z","2","no damage"
"204046420829937665","Quinto piano, qua si è svegli da un'ora. E chi dorme più? #terremoto a #Parma","Twitter for Android","vaferina","13673732",NULL,NULL,"2012-05-20T03:10:32.000Z","2","no damage"
"204045104149827584","scossa di assestamento mica leggera! Terremoto a Bologna.","web","nicoteraf","13762772",NULL,NULL,"2012-05-20T03:05:18.000Z","2","no damage"
"204045274144972800","Di nuovo. Svegliati dalla scossa. #terremoto #genova.","Twitter for Android","micky_genova","13821512",NULL,NULL,"2012-05-20T03:05:58.000Z","2","no damage"
"402557970938331136","Le immagini del maltempo in Sardegna fanno male al cuore. Bruciano come sale su una ferita aperta. Forza grande terra! #allertameteoSAR","Twitter for Android","micky_genova","13821512","44.3980017","8.9480188","Mon Nov 18 22:04:34 +0000 2013","0","no damage"
"402682746533052416","Un nuovo giorno. Giorno di morte e fango sulla #Sardegna. Un abbraccio stretto a tutti i sardi e alle loro comunità. #allertameteoSAR","Twitter for Android","micky_genova","13821512","44.3979762","8.9480964","Tue Nov 19 06:20:22 +0000 2013","0","damage"
"204236674132226048","Zona industriale s.felice un sacco di danni :-(  #terremoto","Twitter for Android","erossi","14050656",NULL,NULL,"2012-05-20T15:46:32.000Z","2","damage"
"204048387065122816","Nuova scala di misura dell'Energia del #terremoto .. ""Gradi twitter""","Mobile Web","maurofly","14064078",NULL,NULL,"2012-05-20T03:18:21.000Z","2","not relevant"
"402683584349474816","Cappellacci: 14 morti #allertameteoSAR","Twitter for Android","Robbetta","14073125",NULL,NULL,"Tue Nov 19 06:23:42 +0000 2013","0","damage"
"402685738124599296","Molti i dispersi nel comune di torpè  #allertameteoSAR","Twitter for Android","Robbetta","14073125",NULL,NULL,"Tue Nov 19 06:32:16 +0000 2013","0","damage"
"402808442437779456","""@RADIORMT: ALLUVIONE in #SARDEGNA: ieri sono morti anche migliaia di animali!  #allertameteoSAR http://t.co/vTLP0Iq3H5""","Twitter for Android","Robbetta","14073125",NULL,NULL,"Tue Nov 19 14:39:51 +0000 2013","0","damage"
"204045098378465280","Ancora terremoto cristoddio? Basta!","Twitter for Android","kwisy","14088555",NULL,NULL,"2012-05-20T03:05:17.000Z","2","no damage"
"204045020473462786","#terremoto Di nuovo??? Ma che è?!?","Twitter for iPhone","openchoice","14112522","45.47953265","9.19698614","2012-05-20T03:04:58.000Z","2","no damage"
"204044761189990400","#terremoto si balla ancora","Twitter for iPhone","federicoferro","14115416",NULL,NULL,"2012-05-20T03:03:56.000Z","2","no damage"
"204044848968380417","Cacchio di assestamento #terremoto","Twitter for iPad","DuckyZu","14155283",NULL,NULL,"2012-05-20T03:04:17.000Z","2","no damage"
"204048031211982848","Gli uccellini cinguettano perchè è quasi giorno, per chi lo chiede. u.u #terremoto","Twitter for iPad","DuckyZu","14155283",NULL,NULL,"2012-05-20T03:16:56.000Z","2","not relevant"
"204045459294134274","E si continua a tremare #terremoto","Echofon","__andrea__","14155665",NULL,NULL,"2012-05-20T03:06:43.000Z","2","no damage"
"204030053007376384","Il terremoto. Limortacci.","Tweetbot for iOS","paolinob","14158521",NULL,NULL,"2012-05-20T02:05:29.000Z","2","no damage"
"204044989330759680","DI NUOVO scossa #terremoto a San Bovio... argh stavo per andare a dormire :-(","web","Monikino","14160860",NULL,NULL,"2012-05-20T03:04:51.000Z","2","no damage"
"204044150734200833","#terremoto Finalmente qualcuno in tv ne parla (#RaiNews24)","Twitter for Android","tbruni","14186316",NULL,NULL,"2012-05-20T03:01:31.000Z","2","not relevant"
"204045016979611648","#terremoto Ecco i primi assestamenti...","Twitter for Android","tbruni","14186316",NULL,NULL,"2012-05-20T03:04:57.000Z","2","no damage"
"204047721051586561","#terremoto Pazzesco, dopo anni, sto guardando la TV. Che oggetto curioso ma inutile...","Twitter for Android","tbruni","14186316",NULL,NULL,"2012-05-20T03:15:42.000Z","2","not relevant"
"204044842328801280","Se la smettesse però ora non sarebbe male #terremoto","Twitter for Android","tomjoad70","14202814","45.5607753","10.238492","2012-05-20T03:04:16.000Z","2","no damage"
"204044974067695618","Alè, si balla ancora! #terremoto","web","popposoft","14204731",NULL,NULL,"2012-05-20T03:04:47.000Z","2","no damage"
"402578789420388352","Maltempo in Sardegna: morti e dispersi, la tv generalista arranca #allertameteoSAR http://t.co/6kdcYiHCF4 via @tvblogit","Tweet Button","gjoja","14238289",NULL,NULL,"Mon Nov 18 23:27:17 +0000 2013","0","damage"
"204044761802342400","#terremoto #bologna accidenti all'assestamento!","web","bellamerighi","14336829",NULL,NULL,"2012-05-20T03:03:56.000Z","2","no damage"
"204045251101458432","Altra scossa di assestamento #terremoto #padova","Twitter for iPhone","Kadath_Dragon","14358973",NULL,NULL,"2012-05-20T03:05:53.000Z","2","no damage"
"204044938982326272","Trema ancora #terremoto","web","michelemas","14387157",NULL,NULL,"2012-05-20T03:04:39.000Z","2","no damage"
"204048370283720704","Sarebbe il caso di dire: Soccia! #Bologna #terremoto #terremotobologna","web","michelemas","14387157",NULL,NULL,"2012-05-20T03:18:17.000Z","2","no damage"
"204050804666146817","A Mirandola venuto giù un pezzo di Duomo #terremoto #cronachedalterremoto","web","michelemas","14387157",NULL,NULL,"2012-05-20T03:27:57.000Z","2","damage"
"204056181742899202","Un disperso tra operai a #Bondeno. Fonte RaiNews. #terremoto #cronachedalterremoto","web","michelemas","14387157",NULL,NULL,"2012-05-20T03:49:19.000Z","2","damage"
"204218964706992130","3000 sfollati e 6 morti. Il triste bilancio del terremoto in Emilia #terremoto","web","michelemas","14387157",NULL,NULL,"2012-05-20T14:36:10.000Z","2","damage"
